标题,小区,地区,房源信息,总价,单价,所在区
['此房满五省税费，格局明亮，采光充足，配套设施齐全'],['海校航专宿舍 '],['文冲'],['3室2厅 | 88.85平米 | 南 | 其他 | 高楼层(共6层) | 1999年 | 板楼'],['269'],"['30,276元/平']",黄埔区
['地铁五号线 实用三房 祥辉苑 通风采光不错 出入便利'],['祥辉苑 '],['大沙地'],['3室2厅 | 86.4平米 | 东北 | 简装 | 低楼层(共10层)  | 塔楼'],['240'],"['27,778元/平']",黄埔区
['普晖村实用三房，配套成熟，方便看房'],['普晖村 '],['开发西区'],['3室1厅 | 76.4平米 | 南 北 | 简装 | 高楼层(共9层) | 1996年 | 塔楼'],['120'],"['15,707元/平']",黄埔区
['宝夏花园 南向三房两厅 采光视野好'],['宝夏花园 '],['夏园'],['3室2厅 | 100.46平米 | 东北 | 精装 | 高楼层(共23层) | 2017年 | 塔楼'],['310'],"['30,859元/平']",黄埔区
['中楼层视线好望花园景观装修保养好稀有大户型 圆弧形'],['黄埔花园 '],['黄埔区府'],['3室2厅 | 174.2平米 | 东南 | 精装 | 中楼层(共25层) | 2008年 | 塔楼'],['880'],"['50,517元/平']",黄埔区
['老黄埔2020年次新房  南向三房 拎包入住'],['海伦堡海伦时光 '],['大沙地'],['3室2厅 | 81.69平米 | 南 | 精装 | 中楼层(共19层)  | 塔楼'],['380'],"['46,518元/平']",黄埔区
['中山大道东邮局宿舍 3室2厅 南'],['中山大道东邮局宿舍 '],['黄埔区府'],['3室2厅 | 71.65平米 | 南 | 简装 | 中楼层(共6层)  | 塔楼'],['238'],"['33,218元/平']",黄埔区
['地铁口200米实用三房 框架结构可公积金 已加装电梯'],['火电厂宿舍 '],['夏园'],['3室2厅 | 82.56平米 | 南 北 | 其他 | 低楼层(共9层) | 1995年 | 塔楼'],['180'],"['21,803元/平']",黄埔区
['此房户型方正，格局规整，楼下交通便利。'],['宝夏花园 '],['夏园'],['3室2厅 | 89.68平米 | 北 | 其他 | 中楼层(共12层) | 2017年 | 塔楼'],['248'],"['27,654元/平']",黄埔区
['双地铁线上盖大三房，安保负责，环境舒适'],['宝夏花园 '],['夏园'],['3室1厅 | 97.82平米 | 北 | 精装 | 中楼层(共25层) | 2017年 | 塔楼'],['273.8'],"['27,991元/平']",黄埔区
['东苑小区 3室2厅 西'],['东苑小区 '],['大沙地'],['3室2厅 | 98.31平米 | 西 | 精装 | 中楼层(共17层) | 2000年 | 塔楼'],['350'],"['35,602元/平']",黄埔区
['怡园小区 电梯中高楼层 采光充足 交通便利'],['怡园小区 '],['大沙地'],['3室2厅 | 84.42平米 | 南 北 | 其他 | 中楼层(共9层) | 1992年 | 塔楼'],['343'],"['40,631元/平']",黄埔区
['地铁5号线 大沙地东 祥辉苑 实用三房'],['祥辉苑 '],['大沙地'],['3室2厅 | 86.4平米 | 南 北 | 其他 | 中楼层(共10层)  | 塔楼'],['210'],"['24,306元/平']",黄埔区
['东城华庭    精装三房   交通便利  户型方正实用'],['泰景花园东城华庭 '],['黄埔区府'],['3室2厅 | 93.9平米 | 南 北 | 精装 | 高楼层(共31层) | 2014年 | 塔楼'],['446'],"['47,498元/平']",黄埔区
['满五，税费少，电梯直上的中层，安静不吵'],['新世纪花苑 '],['黄埔区府'],['3室1厅 | 96.51平米 | 北 | 其他 | 高楼层(共9层) | 1995年 | 塔楼'],['270'],"['27,977元/平']",黄埔区
['方正3房，小区50米处地铁口！'],['水韵翔庭 '],['开发西区'],['3室2厅 | 80.28平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼'],['240'],"['29,896元/平']",黄埔区
['此房过五年不唯一 高楼层视野好 格局方正'],['万科金色悦府 '],['文冲'],['3室2厅 | 82.26平米 | 北 | 精装 | 中楼层(共31层) | 2012年 | 塔楼'],['448'],"['54,462元/平']",黄埔区
['万科城市花园，中高楼层 南北对流 户型方正'],['万科城市花园 '],['文冲'],['3室2厅 | 107.21平米 | 南 | 简装 | 中楼层(共11层) | 2003年 | 塔楼'],['380'],"['35,445元/平']",黄埔区
['高层单位视野开阔采光好，实用方正 近地铁.'],['万科金色悦府 '],['文冲'],['3室2厅 | 96.92平米 | 南 | 精装 | 高楼层(共31层) | 2012年 | 塔楼'],['520'],"['53,653元/平']",黄埔区
['金丽园，东向大三房，高层视野采光好。'],['金丽园 '],['黄埔区府'],['3室1厅 | 89.83平米 | 南 | 其他 | 高楼层(共9层) | 1997年 | 塔楼'],['298'],"['33,174元/平']",黄埔区
['夏园地铁口物业 新小区精装三房两厅'],['宝夏花园 '],['夏园'],['3室2厅 | 97.69平米 | 东北 | 其他 | 中楼层(共25层) | 2017年 | 塔楼'],['280'],"['28,663元/平']",黄埔区
['南向3房 东兴楼小区，小区环境好，生活便捷，出行方便'],['青年路东兴楼 '],['开发西区'],['3室2厅 | 95.94平米 | 南 | 精装 | 高楼层(共9层)  | 塔楼'],['155'],"['16,156元/平']",黄埔区
['金丽园，东向大三房，高层视野采光好。'],['金丽园 '],['黄埔区府'],['3室1厅 | 89.83平米 | 南 | 其他 | 高楼层(共9层) | 1997年 | 塔楼'],['298'],"['33,174元/平']",黄埔区
['万科城市花园  电梯方正大3房  采光通风好  交通便利'],['万科城市花园 '],['文冲'],['3室2厅 | 105.57平米 | 东南 | 精装 | 高楼层(共11层) | 2003年 | 塔楼'],['380'],"['35,996元/平']",黄埔区
['中鼎君和名城\t证满五年唯一  目前有卖心的'],['中鼎君和名城 '],['黄埔区府'],['3室1厅 | 99.4平米 | 南 | 精装 | 高楼层(共33层) | 2015年 | 塔楼'],['470'],"['47,284元/平']",黄埔区
['业主过五唯一无按揭贷款，税费少'],['荔景园(黄埔区) '],['黄埔区府'],['3室1厅 | 79.98平米 | 南 | 简装 | 高楼层(共8层) | 1999年 | 塔楼'],['285'],"['35,634元/平']",黄埔区
['电梯三房 满五年 小区环境好安静 交通便利 采光通风好'],['东苑小区 '],['大沙地'],['3室2厅 | 99.11平米 | 南 | 精装 | 中楼层(共17层) | 2000年 | 塔楼'],['320'],"['32,288元/平']",黄埔区
['地铁口物业 精装南向三房 框架结构 格局方正 采风好'],['大沙地东路 '],['大沙地'],['3室2厅 | 93.35平米 | 南 | 精装 | 中楼层(共7层) | 1999年 | 塔楼'],['280'],"['29,995元/平']",黄埔区
['产权清晰 满五年唯一 税费少 通风采光好 交通便利'],['信达大厦 '],['大沙地'],['3室2厅 | 98.17平米 | 北 | 精装 | 中楼层(共9层) | 2000年 | 板塔结合'],['300'],"['30,560元/平']",黄埔区
['南向单位 采光 通风不错 地铁五号线 高层单位'],['万科金色悦府 '],['文冲'],['3室2厅 | 90平米 | 南 | 简装 | 高楼层(共31层) | 2012年 | 塔楼'],['430'],"['47,778元/平']",黄埔区
['万科城市花园，阳台望花园，景观好，户型方正。'],['万科城市花园 '],['文冲'],['3室1厅 | 101.63平米 | 北 | 精装 | 中楼层(共11层) | 2003年 | 塔楼'],['315'],"['30,995元/平']",黄埔区
['普晖村五号线上实用三房，南向，业主急卖'],['普晖村 '],['开发西区'],['3室1厅 | 79.81平米 | 南 | 简装 | 高楼层(共9层) | 1996年 | 板楼'],['115'],"['14,410元/平']",黄埔区
['乙烯南向三房 户型方正实用  单位房改房 使用率高'],['乙烯大院 '],['黄埔区府'],['3室1厅 | 96.31平米 | 南 | 其他 | 中楼层(共8层) | 1998年 | 塔楼'],['268'],"['27,827元/平']",黄埔区
['中鼎君和名城  中层三房  证满五年唯一物业 交通便利'],['中鼎君和名城 '],['黄埔区府'],['3室1厅 | 91平米 | 东 北 | 精装 | 中楼层(共33层) | 2015年 | 塔楼'],['398'],"['43,737元/平']",黄埔区
['双地铁南向3房 单边位 通风采光好 交通生活便利'],['黄埔新村黄埔雅苑 '],['黄埔区府'],['3室1厅 | 85.01平米 | 南 | 其他 | 低楼层(共11层) | 2004年 | 塔楼'],['290'],"['34,114元/平']",黄埔区
['南向三房大露台  采光视野好  户型实用  业主诚心卖'],['黄埔新村黄埔雅苑 '],['黄埔区府'],['3室2厅 | 85.01平米 | 南 北 | 精装 | 低楼层(共11层) | 2004年 | 塔楼'],['315'],"['37,055元/平']",黄埔区
['万科金色悦府 小三房，户型方正，觉得实用'],['万科金色悦府 '],['文冲'],['3室1厅 | 82.79平米 | 北 | 精装 | 高楼层(共31层) | 2013年 | 塔楼'],['350'],"['42,276元/平']",黄埔区
['5号线沿线 南向大三房业主有心卖 次新小区'],['宝夏花园 '],['夏园'],['3室1厅 | 97.82平米 | 北 | 其他 | 低楼层(共25层) | 2017年 | 塔楼'],['210'],"['21,469元/平']",黄埔区
['电梯北向三房，视野开阔！！！！'],['万科金色悦府 '],['文冲'],['3室1厅 | 82.79平米 | 北 | 简装 | 中楼层(共31层) | 2012年 | 塔楼'],['380'],"['45,900元/平']",黄埔区
['黄埔雅苑 南向三房 精装修 诚心出'],['黄埔新村黄埔雅苑 '],['黄埔区府'],['3室2厅 | 100.77平米 | 南 | 精装 | 中楼层(共11层) | 2007年 | 塔楼'],['355'],"['35,229元/平']",黄埔区
['荔园小区 低楼层南向三房 看房方便 产权清晰'],['荔园小区 '],['黄埔区府'],['3室2厅 | 83.84平米 | 南 | 其他 | 低楼层(共9层) | 1995年 | 塔楼'],['242'],"['28,865元/平']",黄埔区
['城市之光 地铁口物业 看房方便'],['万科城市之光F区 '],['黄埔区府'],['3室2厅 | 82平米 | 东 | 精装 | 低楼层(共33层)  | 塔楼'],['399'],"['48,659元/平']",黄埔区
['万科城市花园 南向三房 产权满五年 精装修'],['万科城市花园 '],['文冲'],['3室2厅 | 106.18平米 | 南 | 其他 | 低楼层(共11层) | 2003年 | 塔楼'],['378'],"['35,600元/平']",黄埔区
['安静不吵，配套齐，楼下就是地铁口'],['萝岗明珠广场 '],['开发西区'],['3室2厅 | 104.76平米 | 西北 | 简装 | 中楼层(共21层) | 1999年 | 塔楼'],['180'],"['17,183元/平']",黄埔区
['中鼎君和名城    证满五年唯一物业  交通便利'],['中鼎君和名城 '],['黄埔区府'],['3室2厅 | 99.19平米 | 南 西南 北 | 精装 | 低楼层(共33层) | 2015年 | 塔楼'],['468'],"['47,183元/平']",黄埔区
['中鼎君和名城 次新三房 保养好 业主诚意出*'],['中鼎君和名城 '],['黄埔区府'],['3室2厅 | 91.29平米 | 东北 | 精装 | 低楼层(共33层) | 2015年 | 塔楼'],['450'],"['49,294元/平']",黄埔区
['鱼珠地铁 中医院三房 业主有心卖 可谈'],['黄埔区中医院宿舍 '],['鱼珠'],['3室2厅 | 82.95平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据'],['210'],"['25,317元/平']",黄埔区
['精装三房，近地铁，户型方正，光线充足'],['石化生活区 '],['文冲'],['3室2厅 | 80.84平米 | 南 | 精装 | 中楼层(共6层) | 1976年 | 塔楼'],['260'],"['32,163元/平']",黄埔区
['电梯房满五年省税费格局楼层好，采光充足，配套齐全'],['石化生活区 '],['文冲'],['3室1厅 | 80.7平米 | 南 | 精装 | 中楼层(共8层) | 1990年 | 塔楼'],['280'],"['34,697元/平']",黄埔区
['电梯东向大三房，采光通风好 诚心出让'],['祥辉广场 '],['文冲'],['3室1厅 | 104.16平米 | 南 | 其他 | 中楼层(共13层) | 2000年 | 塔楼'],['209'],"['20,066元/平']",黄埔区
['此物业安静不吵 南北对流 双地铁口'],['泰景花园东城华庭 '],['黄埔区府'],['3室2厅 | 93.9平米 | 北 南 | 精装 | 低楼层(共31层) | 2014年 | 塔楼'],['408'],"['43,451元/平']",黄埔区
['未来方洲旁  高层采光好  南北通透'],['丰逸尚居 '],['文冲'],['3室2厅 | 106.47平米 | 南 北 | 其他 | 高楼层(共29层) | 2012年 | 塔楼'],['368'],"['34,564元/平']",黄埔区
['此房双地铁5/13号线，交通便利。'],['宝夏花园 '],['夏园'],['3室2厅 | 97.82平米 | 东北 | 其他 | 低楼层(共25层) | 2017年 | 塔楼'],['232'],"['23,718元/平']",黄埔区
['此房满五唯一精装三房楼层好户型方正采光充足'],['锦田花园 '],['大沙地'],['3室1厅 | 93.92平米 | 南 | 精装 | 中楼层(共7层) | 2001年 | 塔楼'],['298'],"['31,730元/平']",黄埔区
['5号线地铁口300米 户型方正 交通便利'],['墩美小区 '],['夏园'],['3室1厅 | 84.17平米 | 南 北 | 其他 | 高楼层(共9层) | 1997年 | 塔楼'],['159'],"['18,891元/平']",黄埔区
['地铁5号线300米 南向正规三房'],['墩美小区 '],['夏园'],['3室1厅 | 76.9平米 | 南 | 简装 | 低楼层(共9层) | 1997年 | 塔楼'],['130'],"['16,906元/平']",黄埔区
['地铁口3房 业主自住保养好 买回来可以直接入住'],['新安苑 '],['黄埔区府'],['3室2厅 | 100.99平米 | 东南 | 精装 | 高楼层(共9层) | 1998年 | 塔楼'],['380'],"['37,628元/平']",黄埔区
['双地铁物业 楼下就是地铁口 电梯房非顶楼'],['夏园大厦 '],['夏园'],['3室1厅 | 88.41平米 | 西 | 简装 | 高楼层(共9层)  | 塔楼'],['190'],"['21,491元/平']",黄埔区
['招商臻珑府，次新小三房，庙头地铁站，看房提前约'],['卓越招商臻珑府 '],['夏园'],['3室1厅 | 78.87平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据'],['304'],"['38,545元/平']",黄埔区
['13号线南海神庙地铁口 实用三房 已加装电梯'],['火电厂宿舍 '],['夏园'],['3室1厅 | 82.63平米 | 东南 | 简装 | 高楼层(共9层)  | 塔楼'],['185'],"['22,389元/平']",黄埔区
['地铁口物业 中楼层三房 支持公积金'],['墩美小区 '],['夏园'],['3室1厅 | 77.23平米 | 西 | 简装 | 中楼层(共9层) | 1997年 | 塔楼'],['142'],"['18,387元/平']",黄埔区
['鱼珠CBD 三房两厅 中楼层 采光通风好 看房方便'],['黄埔区中医院宿舍 '],['鱼珠'],['3室2厅 | 87.04平米 | 南 | 简装 | 中楼层(共7层) | 1997年 | 塔楼'],['280'],"['32,170元/平']",黄埔区
['鱼木小区  格局方正  采光通风好'],['鱼木小区 '],['鱼珠'],['3室2厅 | 77.23平米 | 南 | 简装 | 6层 | 1993年 | 板楼'],['290'],"['37,551元/平']",黄埔区
['黄埔雅苑   南向三房   交通便利   看房方便'],['黄埔新村黄埔雅苑 '],['黄埔区府'],['3室1厅 | 95.18平米 | 东 南 | 精装 | 中楼层(共11层) | 2004年 | 塔楼'],['330'],"['34,672元/平']",黄埔区
['瑞东花园 电梯南向3房 税费少 产权清晰 地铁近'],['瑞东花园 '],['文冲'],['3室1厅 | 72.65平米 | 南 | 其他 | 中楼层(共23层)  | 塔楼'],['220'],"['30,283元/平']",黄埔区
['城市之光F区  南北对流横厅户型 二梯四户'],['万科城市之光F区 '],['黄埔区府'],['3室2厅 | 99.55平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼'],['499'],"['50,126元/平']",黄埔区
['5号线地铁口 精装修 方正大三房 南北对流 采光好'],['石化生活区 '],['文冲'],['3室2厅 | 105.06平米 | 南 北 | 精装 | 高楼层(共8层) | 1976年 | 塔楼'],['275'],"['26,176元/平']",黄埔区
['此房满五，南向三房，实用率高，格局方正，配套完善'],['荔香花园 '],['黄埔区府'],['3室2厅 | 100.12平米 | 南 | 其他 | 高楼层(共9层) | 1996年 | 塔楼'],['235'],"['23,472元/平']",黄埔区
['双地铁口即将开通 怡德苑 单边位3房 南北对流 双阳台'],['怡德苑(黄埔) '],['黄埔区府'],['3室2厅 | 96.89平米 | 南 | 简装 | 高楼层(共8层) | 1998年 | 塔楼'],['320'],"['33,028元/平']",黄埔区
['文船生活区东区 3室2厅 东南'],['文船生活区东区 '],['文冲'],['3室2厅 | 89.87平米 | 东南 | 其他 | 低楼层(共7层) | 1999年 | 塔楼'],['230'],"['25,593元/平']",黄埔区
['悦时代花园 地铁口 直读黄埔广附 合并城市之光小区'],['悦时代花园心悦湾 '],['文冲'],['3室1厅 | 95.86平米 | 东北 | 精装 | 高楼层(共33层) | 2013年 | 塔楼'],['420'],"['43,814元/平']",黄埔区
['鱼珠CBD商圈双地铁口IPC港航复试三房两厅 业主有心卖'],['IPC港航中心 '],['鱼珠'],['3室2厅 | 97.45平米 | 西北 | 精装 | 高楼层(共21层)  | 板楼'],['380'],"['38,995元/平']",黄埔区
['装修保养好 自住房源 中间楼层 寻有缘人'],['万科城市花园 '],['文冲'],['3室1厅 | 103.7平米 | 东南 | 其他 | 中楼层(共11层) | 2003年 | 塔楼'],['368'],"['35,487元/平']",黄埔区
['银丰花园   精装大三房   户型方正实用   交通便利'],['银丰花园 '],['黄埔区府'],['3室2厅 | 107.83平米 | 南 | 精装 | 中楼层(共9层) | 1999年 | 塔楼'],['288'],"['26,709元/平']",黄埔区
['东苑小区 公园旁 电梯三房 成熟小区 配套齐 税费低'],['东苑小区 '],['大沙地'],['3室2厅 | 87.47平米 | 南 | 简装 | 中楼层(共17层) | 2000年 | 塔楼'],['350'],"['40,014元/平']",黄埔区
['5号线地铁站 次新房楼龄新 三房两厅'],['水韵翔庭 '],['开发西区'],['3室1厅 | 96.68平米 | 东南 | 精装 | 高楼层(共18层)  | 塔楼'],['300'],"['31,031元/平']",黄埔区
['开发西区电梯大三房，近地铁步行街，配套齐全'],['利丰大厦 '],['开发西区'],['3室2厅 | 103.69平米 | 东南 | 其他 | 高楼层(共21层) | 1998年 | 塔楼'],['208'],"['20,060元/平']",黄埔区
['房子满五唯一税费少楼层好采光好楼下地铁口公交站'],['火电厂宿舍 '],['夏园'],['3室2厅 | 87.88平米 | 南 | 其他 | 中楼层(共7层) | 1995年 | 塔楼'],['240'],"['27,310元/平']",黄埔区
['金碧领秀国际 南向大三房 望江视野采光好'],['金碧领秀国际 '],['黄埔区府'],['3室2厅 | 132.24平米 | 东南 南 | 其他 | 高楼层(共33层) | 2007年 | 塔楼'],['498'],"['37,659元/平']",黄埔区
['楼栋好， 南向望花园 地铁口物业 环境安静'],['水韵翔庭 '],['开发西区'],['3室2厅 | 89.11平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼'],['199'],"['22,332元/平']",黄埔区
['中鼎君和名城 大沙东地铁盘 次新小区 单边位3房'],['中鼎君和名城 '],['黄埔区府'],['3室2厅 | 89.81平米 | 东北 | 其他 | 低楼层(共33层) | 2015年 | 塔楼'],['400'],"['44,539元/平']",黄埔区
['满5年唯一，全南向三房，红本在手'],['黄埔新村黄埔雅苑 '],['黄埔区府'],['3室2厅 | 101.12平米 | 南 | 其他 | 中楼层(共13层) | 2004年 | 塔楼'],['390'],"['38,569元/平']",黄埔区
['配套齐全，户型方正，业主很有诚意'],['青年路东兴楼 '],['开发西区'],['3室2厅 | 107.48平米 | 南 北 | 简装 | 低楼层(共9层)  | 塔楼'],['170'],"['15,817元/平']",黄埔区
['宝夏花园  次新房  中高层  看花园视野好'],['宝夏花园 '],['夏园'],['3室2厅 | 100.46平米 | 北 | 精装 | 高楼层(共23层) | 2017年 | 塔楼'],['223'],"['22,198元/平']",黄埔区
['东南向，户型方正，实用性高，满五年省税费'],['万科城市花园 '],['文冲'],['3室2厅 | 90.4平米 | 南 | 精装 | 低楼层(共18层) | 2006年 | 塔楼'],['330'],"['36,505元/平']",黄埔区
['大沙地商圈 近地铁 生活配套齐全 户型方正实用'],['祥辉苑 '],['大沙地'],['3室1厅 | 72.87平米 | 西北 | 精装 | 高楼层(共10层)  | 塔楼'],['175'],"['24,016元/平']",黄埔区
['三村远洋宿舍   五号地铁大沙地站   中间楼层南北对流'],['三村远洋宿舍 '],['大沙地'],['3室1厅 | 90.19平米 | 南 | 其他 | 中楼层(共8层) | 1999年 | 塔楼'],['210'],"['23,285元/平']",黄埔区
['五矿招商·鹭山府 3室1厅 南'],['五矿招商·鹭山府 '],['大沙地'],['3室1厅 | 97.11平米 | 南 | 其他 | 高楼层(共30层)  | 塔楼'],['600'],"['61,786元/平']",黄埔区
['双地铁，黄埔精装修南向三房，全新未入住业主诚心卖'],['宝夏花园 '],['夏园'],['3室2厅 | 94.83平米 | 南 | 精装 | 低楼层(共12层) | 2017年 | 塔楼'],['298'],"['31,425元/平']",黄埔区
['荔香花园  三房厅大房大   省级荔园，配套好'],['荔香花园 '],['黄埔区府'],['3室2厅 | 107.31平米 | 南 | 其他 | 高楼层(共9层) | 1996年 | 塔楼'],['280'],"['26,093元/平']",黄埔区
['城市之光 精装小三房 安静不吵 业主诚意出让'],['万科城市之光F区 '],['黄埔区府'],['3室2厅 | 81.64平米 | 北 | 精装 | 低楼层(共33层) | 2020年 | 塔楼'],['378'],"['46,301元/平']",黄埔区
['丰乐小区  安静小区  三房两厅'],['丰乐小区111号大院 '],['大沙地'],['3室2厅 | 87.52平米 | 南 北 | 简装 | 高楼层(共8层)  | 塔楼'],['260'],"['29,708元/平']",黄埔区
['宝夏花园 南向三房 双地铁物业'],['宝夏花园 '],['夏园'],['3室1厅 | 94.83平米 | 南 北 | 精装 | 中楼层(共12层) | 2017年 | 塔楼'],['300'],"['31,636元/平']",黄埔区
['金堂楼 精装大三房 电梯高层 视野开阔 证满五年'],['金港花园（金堂楼/金满楼) '],['黄埔区府'],['3室2厅 | 102.01平米 | 北 | 精装 | 高楼层(共24层) | 2000年 | 塔楼'],['269'],"['26,370元/平']",黄埔区
['锦田花园 三房一厅 楼层号 格局方正 业主有心卖'],['锦田花园 '],['大沙地'],['3室1厅 | 87.7平米 | 南 北 | 其他 | 中楼层(共7层) | 2001年 | 塔楼'],['220'],"['25,086元/平']",黄埔区
['鱼珠金融城地铁5号线望江次新三房二卫'],['五矿招商·鹭山府 '],['大沙地'],['3室2厅 | 97.04平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼'],['483'],"['49,774元/平']",黄埔区
['位置好生活便利 3房2厅户型方正实用 南北对流'],['三村远洋宿舍 '],['大沙地'],['3室2厅 | 88.44平米 | 南 | 简装 | 低楼层(共7层) | 1999年 | 塔楼'],['203'],"['22,954元/平']",黄埔区
['南向采光好格局方正 新房 保养好 配套成熟 带平台'],['中鼎·君和名城珺合府 '],['大沙地'],['3室2厅 | 99.53平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据'],['488'],"['49,031元/平']",黄埔区
['怡园小区 南北对流  电梯大三房  户型方正  保养好'],['怡园小区 '],['大沙地'],['3室2厅 | 90.8平米 | 南 | 精装 | 中楼层(共8层) | 1992年 | 塔楼'],['299'],"['32,930元/平']",黄埔区
['鱼珠海伦次新房， 户型方正，采光通风好，精致保养'],['海伦堡海伦时光 '],['大沙地'],['3室2厅 | 85.91平米 | 南 西南 | 其他 | 中楼层(共19层)  | 塔楼'],['420'],"['48,889元/平']",黄埔区
['保税广场  正规三房一卫  诚意卖'],['保税广场 '],['开发西区'],['3室1厅 | 78.64平米 | 南 | 其他 | 中楼层(共9层) | 2000年 | 塔楼'],['150'],"['19,075元/平']",黄埔区
['信达大厦  电梯大3房  配套完善  生活便利'],['信达大厦 '],['大沙地'],['3室2厅 | 104.74平米 | 北 | 其他 | 中楼层(共9层) | 2007年 | 板塔结合'],['330'],"['31,507元/平']",黄埔区
['步行街实用三房， 已经加装了电梯，生活配套齐全'],['青年路 '],['开发西区'],['3室2厅 | 78.96平米 | 北 | 其他 | 中楼层(共9层) | 1998年 | 塔楼'],['170'],"['21,530元/平']",黄埔区
['地铁5号线直达珠江新城，南北对流，采光通风好'],['宝穗花园 '],['开发西区'],['3室2厅 | 135.12平米 | 北 南 | 精装 | 中楼层(共9层)  | 暂无数据'],['216'],"['15,986元/平']",黄埔区
['大沙东5号线7号线地铁口物业，三房两卫诚心卖'],['新溪苑小区 '],['黄埔区府'],['3室2厅 | 100.51平米 | 东北 | 精装 | 高楼层(共18层) | 2012年 | 塔楼'],['318'],"['31,639元/平']",黄埔区
['宝夏花园  五号线地铁口三房  交通方便'],['宝夏花园 '],['夏园'],['3室2厅 | 97.74平米 | 北 | 其他 | 高楼层(共25层) | 2017年 | 塔楼'],['255'],"['26,090元/平']",黄埔区
['业主诚心放卖，，全屋家私家电，方便看房'],['普晖村 '],['开发西区'],['3室2厅 | 85.24平米 | 西 | 精装 | 中楼层(共9层) | 1996年 | 塔楼'],['125'],"['14,665元/平']",黄埔区
['保税广场少有封闭小区精装三房 装修好 交通生活方便'],['保税广场 '],['开发西区'],['3室1厅 | 86.34平米 | 南 | 其他 | 低楼层(共9层) | 2000年 | 塔楼'],['199'],"['23,049元/平']",黄埔区
['东苑公园旁 电梯3房 视野好 交通便利'],['东苑小区 '],['大沙地'],['3室1厅 | 99.15平米 | 东北 | 其他 | 中楼层(共17层) | 2000年 | 塔楼'],['290'],"['29,249元/平']",黄埔区
['西区少有的三房两卫，适合一家人居住，单独小区管理'],['保税广场 '],['开发西区'],['3室2厅 | 96平米 | 南 西 | 精装 | 中楼层(共9层)  | 塔楼'],['200'],"['20,834元/平']",黄埔区
['宝夏花园  全屋定制大三房 5号线地铁近'],['宝夏花园 '],['夏园'],['3室2厅 | 100.46平米 | 东北 | 其他 | 低楼层(共23层) | 2017年 | 塔楼'],['220'],"['21,900元/平']",黄埔区
['此房双地铁5/13号线，交通便利，配套齐全'],['宝夏花园 '],['夏园'],['3室2厅 | 97.82平米 | 北 | 精装 | 低楼层(共25层) | 2017年 | 塔楼'],['220'],"['22,491元/平']",黄埔区
['老黄埔1.5不到，买一层实用二层，地铁口300米成熟配套'],['大沙地西路 '],['大沙地'],['3室1厅 | 94.78平米 | 北 | 精装 | 高楼层(共6层)  | 板楼'],['240'],"['25,322元/平']",黄埔区
['70年产权，楼下就是公园，小朋友上学方便'],['青年路 '],['开发西区'],['3室2厅 | 86.21平米 | 南 | 其他 | 中楼层(共8层)  | 塔楼'],['240'],"['27,839元/平']",黄埔区
['好楼层，间隔方正，采光好，，公交站就在楼下'],['金碧小区 '],['开发西区'],['3室2厅 | 100.45平米 | 南 北 | 简装 | 中楼层(共8层) | 1995年 | 塔楼'],['158'],"['15,730元/平']",黄埔区
['中高楼层视野好，精装三房 改善型必选'],['万科城市之光F区 '],['黄埔区府'],['3室2厅 | 89.42平米 | 北 东北 | 其他 | 高楼层(共33层)  | 塔楼'],['435'],"['48,647元/平']",黄埔区
['鱼木小区 三房 框架结构 可公积金贷款'],['鱼木小区 '],['鱼珠'],['3室2厅 | 79.75平米 | 南 北 | 简装 | 9层 | 1993年 | 塔楼'],['338'],"['42,383元/平']",黄埔区
['万科城市花园，保养好二期东南向带主套三房'],['万科城市花园 '],['文冲'],['3室2厅 | 103.54平米 | 东南 南 | 精装 | 低楼层(共11层) | 2003年 | 塔楼'],['360'],"['34,770元/平']",黄埔区
['大沙地东路 3室1厅 北 东'],['大沙地东路 '],['大沙地'],['3室1厅 | 100.23平米 | 北 东 | 其他 | 中楼层(共9层)  | 塔楼'],['206'],"['20,553元/平']",黄埔区
['鱼珠CBD次新房 五矿招商鹭山府 南向三房 13和5号地铁'],['五矿招商·鹭山府 '],['大沙地'],['3室2厅 | 99.57平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼'],['430'],"['43,186元/平']",黄埔区
['万科城市花园 新装修3房 满五不唯一'],['万科城市花园 '],['文冲'],['3室1厅 | 91.53平米 | 南 北 | 精装 | 中楼层(共18层) | 2003年 | 塔楼'],['350'],"['38,239元/平']",黄埔区
['高层南向 采光好 视野开阔 实用三房'],['万科金色悦府 '],['文冲'],['3室1厅 | 100.25平米 | 南 | 精装 | 中楼层(共31层) | 2012年 | 塔楼'],['460'],"['45,886元/平']",黄埔区
['鱼珠港中层大3房 楼层好 视野开阔 望江'],['保利鱼珠港南区 '],['鱼珠'],['3室2厅 | 152.72平米 | 南 | 精装 | 低楼层(共41层)  | 塔楼'],['730'],"['47,800元/平']",黄埔区
['地铁口200米，电梯大3房，安静南北对流'],['青年路 '],['开发西区'],['3室2厅 | 93.03平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据'],['248'],"['26,659元/平']",黄埔区
